date,City/Place,district,urban_tier,country,property_type,furnishing_status,price,bedrooms,bathrooms,floors,sqft_living,sqft_ground_floor,sqft_above_ground_floor,area_cents,yr_built,yr_renovated,view,condition,distance_city_center_km,distance_school_km,distance_hospital_km,parking,builder_reputation_score,place,nearest_it_park_distance_km,nearest_airport_distance_km,nearest_bus_station_distance_km,nearest_mall_distance_km,school_rating,hospital_rating,crime_index,future_development_score,latitude,longitude
2024-07-11,Kattappana,Kozhikode,4,India,Independent House,Semi-Furnished,6872456,6,5.0,3,4213,1404,2809,15.26,2008,0,3.0,5,33.4,14.0,17.0,Yes,4.6,Feroke,17.7,3.2,14.7,25.9,8.5,7.2,8.4,7.7,11.387658,75.659836
2024-02-03,Kattappana,Alappuzha,4,India,Independent House,Semi-Furnished,7220036,6,5.0,3,4509,1503,3006,20.09,2007,0,1.0,5,33.7,14.0,17.0,Yes,6.9,Kayamkulam,12.5,12.4,7.8,7.9,6.1,8.4,4.6,5.3,9.501912,76.364856
2024-01-09,Kattappana,Kottayam,4,India,Villa,Unfurnished,5811052,5,5.0,3,3498,1166,2332,12.5,2024,0,2.0,5,36.8,14.0,17.0,Yes,10.0,Pala,11.4,75.7,6.2,27.3,4.1,7.5,1.4,5.8,9.6186,76.555623
2023-11-01,Kattappana,Thiruvananthapuram,4,India,Villa,Semi-Furnished,4253908,5,4.0,1,3219,3219,0,27.63,2012,0,1.0,3,31.5,14.0,17.0,Yes,5.0,Ulloor,47.5,43.9,10.5,24.8,6.0,8.2,7.9,1.4,8.595712,76.904326
2024-04-30,Kattappana,Kozhikode,4,India,Independent House,Unfurnished,3261325,3,3.0,3,1865,622,1243,13.79,2006,0,1.0,3,31.6,14.0,17.0,Yes,6.0,Vadakara,6.4,61.9,18.2,12.7,3.7,7.7,9.2,6.6,11.267004,75.756515
2023-01-09,Kattappana,Thiruvananthapuram,4,India,Apartment,Fully Furnished,1352749,1,1.0,1,905,905,0,15.91,2024,0,2.0,2,25.9,14.0,17.0,Yes,8.4,Thiruvananthapuram,15.6,70.9,5.3,24.4,8.9,4.0,1.9,1.2,8.624202,77.107989
2024-09-27,Kattappana,Malappuram,4,India,Apartment,Unfurnished,4396875,4,4.0,1,2500,2500,0,24.65,2000,0,2.0,3,30.3,14.0,17.0,Yes,6.5,Kottakkal,23.8,27.0,20.0,19.2,6.1,7.7,2.6,7.7,10.944485,75.917512
2024-07-16,Kattappana,Alappuzha,4,India,Apartment,Unfurnished,2025796,2,2.0,1,1261,1261,0,20.45,2009,0,1.0,2,25.4,14.0,17.0,No,5.9,Kuttanad,0.5,44.7,11.9,13.9,8.6,10.0,9.5,6.9,9.535531,76.41563
2023-11-07,Kattappana,Pathanamthitta,4,India,Apartment,Semi-Furnished,3774375,4,4.0,1,2500,2500,0,13.15,2024,0,2.0,2,25.5,14.0,17.0,Yes,7.5,Kozhencherry,46.1,52.7,5.2,15.6,9.7,4.5,6.3,3.9,9.416558,76.849031
2024-09-23,Kattappana,Pathanamthitta,4,India,Apartment,Fully Furnished,1412271,1,1.0,1,812,812,0,3.25,2006,2012,3.0,2,32.0,14.0,17.0,Yes,7.0,Pandalam,5.4,67.6,13.9,16.7,5.5,6.6,2.4,7.8,9.371662,76.922805
2024-10-11,Kattappana,Ernakulam,4,India,Apartment,Fully Furnished,5990279,4,4.0,1,2500,2500,0,26.51,2013,0,3.0,5,34.5,14.0,17.0,Yes,8.4,Edappally,34.3,34.8,14.8,7.2,4.5,6.1,7.3,8.7,10.097182,76.360493
2023-01-17,Kattappana,Kottayam,4,India,Independent House,Unfurnished,1107980,1,1.0,1,717,717,0,4.7,2007,0,2.0,2,25.1,14.0,17.0,Yes,8.8,Pala,31.6,76.2,10.7,5.0,4.7,6.2,7.5,1.7,9.487423,76.519331
2024-02-19,Kattappana,Pathanamthitta,4,India,Apartment,Fully Furnished,4620000,4,4.0,1,2500,2500,0,15.23,2013,0,3.0,5,29.6,14.0,17.0,Yes,7.1,Mallappally,40.5,49.4,2.8,23.7,8.2,8.3,2.4,8.3,9.284003,76.782015
2023-01-17,Kattappana,Kasaragod,4,India,Independent House,Unfurnished,1219079,1,1.0,1,717,717,0,4.7,2007,0,2.0,2,29.3,14.0,17.0,Yes,7.0,Nileshwar,32.7,70.2,16.3,3.1,4.7,4.5,4.3,9.3,12.496952,75.115378
2023-12-20,Kattappana,Kasaragod,4,India,Independent House,Semi-Furnished,4452099,4,3.0,2,2812,1406,1406,10.75,2004,0,0.0,3,36.3,14.0,17.0,Yes,6.9,Kasaragod,38.6,8.5,16.2,20.8,5.3,9.6,8.5,7.5,12.439453,75.053924
2024-01-19,Kattappana,Kottayam,4,India,Villa,Semi-Furnished,3658101,3,4.0,1,2276,2276,0,8.04,2016,2016,2.0,3,31.2,14.0,17.0,Yes,7.4,Vaikom,21.4,38.1,15.4,26.4,7.3,6.3,3.2,4.6,9.615315,76.451397
2023-01-27,Kattappana,Thiruvananthapuram,4,India,Apartment,Unfurnished,3172230,3,3.0,1,2232,2232,0,18.03,2002,0,1.0,5,27.5,14.0,17.0,Yes,6.6,Ulloor,24.7,16.0,15.2,13.4,6.1,8.3,6.8,2.8,8.433872,76.803895
2023-03-10,Kattappana,Wayanad,4,India,Independent House,Semi-Furnished,2779219,3,3.0,3,1925,642,1283,25.66,2012,0,1.0,2,35.6,14.0,17.0,No,6.5,Panamaram,35.2,73.1,7.8,23.4,4.5,4.5,8.2,6.3,11.718846,76.12494
2023-01-22,Kattappana,Malappuram,4,India,Independent House,Unfurnished,1889082,1,1.0,1,1014,1014,0,14.75,1985,0,3.0,5,30.1,14.0,17.0,Yes,8.7,Nilambur,28.6,20.3,10.0,26.0,6.4,9.0,1.8,2.0,10.973938,75.929912
2024-11-23,Kattappana,Kollam,4,India,Villa,Fully Furnished,3463843,3,2.0,2,1755,878,877,18.92,2001,0,3.0,2,37.3,14.0,17.0,Yes,9.2,Anchal,25.8,57.6,13.3,8.9,6.1,6.0,7.8,9.2,8.924617,76.576102
2025-04-28,Kattappana,Thiruvananthapuram,4,India,Independent House,Fully Furnished,8259840,6,5.0,3,4608,1536,3072,21.12,1991,0,1.0,2,29.2,14.0,17.0,Yes,3.8,Thiruvananthapuram,10.7,6.9,3.5,7.9,7.6,5.9,7.2,3.4,8.462905,76.862877
2023-12-10,Kattappana,Kottayam,4,India,Apartment,Unfurnished,2353654,3,2.0,1,1769,1769,0,5.42,2005,0,,2,37.3,14.0,17.0,,6.5,Pala,13.3,17.7,12.2,16.2,5.8,4.4,8.4,3.3,9.570914,76.5576
2025-01-30,Kattappana,Kozhikode,4,India,Independent House,Semi-Furnished,5083697,5,4.0,1,3821,3821,0,10.06,2025,0,1.0,3,32.2,14.0,17.0,Yes,5.3,Vadakara,18.2,26.9,2.4,27.3,8.7,9.0,5.2,3.4,11.233601,75.684918
2024-08-05,Kattappana,Idukki,4,India,Apartment,Unfurnished,3588624,4,4.0,1,2496,2496,0,18.31,1994,0,4.0,2,38.0,14.0,17.0,Yes,5.9,Thodupuzha,1.0,63.0,17.0,21.0,4.7,9.2,7.0,3.7,9.84535,77.053644
2023-05-20,Kattappana,Thrissur,4,India,Apartment,Fully Furnished,4216875,4,4.0,1,2500,2500,0,25.97,2007,0,3.0,4,37.9,14.0,17.0,Yes,7.2,Guruvayur,21.2,21.6,2.6,5.9,6.5,7.7,5.9,8.1,10.523221,76.215474
2024-11-01,Kattappana,Kasaragod,4,India,Independent House,Semi-Furnished,7213254,6,5.0,2,4892,2446,2446,25.01,1999,2015,4.0,3,33.1,14.0,17.0,Yes,7.7,Nileshwar,0.6,65.7,15.5,12.3,8.6,7.7,7.8,3.6,12.473946,74.918827
2023-10-27,Kattappana,Kozhikode,4,India,Independent House,Fully Furnished,6239000,5,5.0,2,3759,1880,1879,29.57,1999,2014,4.0,5,34.3,14.0,17.0,Yes,6.3,Koyilandy,28.5,63.5,4.6,17.6,4.9,7.1,7.7,9.7,11.186168,75.647052
2023-02-17,Kattappana,Ernakulam,4,India,Apartment,Semi-Furnished,3973125,4,3.0,1,2500,2500,0,17.8,2017,2018,1.0,4,33.1,14.0,17.0,Yes,3.1,North Paravur,35.3,79.4,18.6,11.5,4.7,6.0,7.1,8.2,10.074498,76.326996
2024-11-15,Kattappana,Malappuram,4,India,Villa,Unfurnished,7023290,6,5.0,2,4413,2206,2207,22.78,2008,2025,1.0,4,27.1,14.0,17.0,Yes,4.8,Tirur,28.3,54.8,13.2,6.2,7.0,8.1,2.3,3.2,11.046599,76.103647
2023-09-04,Kattappana,Pathanamthitta,4,India,Apartment,Fully Furnished,2695740,3,3.0,1,1790,1790,0,12.48,2024,0,0.0,2,36.7,14.0,17.0,Yes,8.1,Thiruvalla,34.8,51.7,8.7,24.4,6.8,3.9,8.9,7.2,9.287162,76.731236
2024-08-05,Kattappana,Alappuzha,4,India,Apartment,Unfurnished,4288752,4,4.0,1,2496,2496,0,18.31,1994,0,4.0,2,33.1,14.0,17.0,Yes,1.6,Alappuzha,0.5,48.9,1.1,20.8,9.7,6.2,9.2,9.9,9.463979,76.292063
2024-04-09,Kattappana,Kollam,4,India,Independent House,Semi-Furnished,3146769,2,1.0,1,1603,1603,0,7.05,2013,2025,4.0,4,37.5,14.0,17.0,Yes,8.6,Kundara,3.4,10.6,12.2,23.7,8.6,8.7,4.0,5.9,9.090914,76.671616
2024-03-17,Kattappana,Alappuzha,4,India,Apartment,Semi-Furnished,4023750,4,3.0,1,2500,2500,0,9.13,2012,0,2.0,5,28.2,14.0,17.0,Yes,7.4,Kuttanad,35.1,42.0,7.7,5.3,5.2,6.3,7.1,8.3,9.503431,76.439279
2024-01-17,Adimali,Thrissur,4,India,Villa,Semi-Furnished,5957137,5,4.0,3,3614,1205,2409,10.33,2016,0,2.0,2,39.0,14.0,17.0,Yes,8.9,Chalakudy,40.2,68.4,16.0,5.0,4.0,9.4,3.8,3.2,10.619175,76.099558
2024-12-04,Adimali,Kozhikode,4,India,Apartment,Unfurnished,2963562,2,1.0,1,1721,1721,0,13.15,2011,0,4.0,2,41.6,14.0,17.0,Yes,6.1,Beypore,36.0,3.6,15.9,3.3,4.8,7.9,4.0,8.4,11.242172,75.778694
2023-06-30,Adimali,Idukki,4,India,Villa,Unfurnished,1584765,1,1.0,1,903,903,0,18.95,2017,0,1.0,4,40.3,14.0,17.0,No,2.8,Nedumkandam,33.3,11.9,13.8,19.8,5.8,5.3,2.2,8.3,9.898922,76.952081
2023-06-25,Adimali,Ernakulam,4,India,Apartment,Unfurnished,2342909,2,2.0,1,1296,1296,0,10.98,2013,0,3.0,4,47.1,14.0,17.0,Yes,7.3,Edappally,35.5,48.8,5.5,27.1,3.6,6.7,3.9,6.0,9.972118,76.253092
2024-09-30,Adimali,Palakkad,4,India,Villa,Fully Furnished,4793663,5,5.0,2,3207,1604,1603,27.24,2015,0,2.0,5,37.5,14.0,17.0,Yes,8.8,Mannarkkad,37.1,68.1,3.6,25.7,4.9,6.7,2.5,2.7,10.863915,76.534533
2024-12-11,Adimali,Thrissur,4,India,Apartment,Semi-Furnished,2204352,2,2.0,1,1376,1376,0,6.98,2003,0,1.0,3,44.4,14.0,17.0,Yes,8.2,Ollur,36.4,26.0,10.0,8.1,8.6,5.2,2.9,4.0,10.485812,76.062506
2025-04-15,Adimali,Ernakulam,4,India,Independent House,Unfurnished,5727249,5,4.0,2,3403,1702,1701,16.99,1989,0,4.0,5,49.6,14.0,17.0,Yes,5.3,North Paravur,37.0,70.0,9.2,10.4,7.0,8.1,8.7,9.5,9.897629,76.315374
2024-03-05,Adimali,Thrissur,4,India,Apartment,Fully Furnished,1644962,2,2.0,1,1171,1171,0,7.23,1987,0,4.0,5,36.9,14.0,17.0,Yes,6.7,Thrissur,4.2,28.3,13.5,14.7,3.3,8.1,9.8,5.9,10.546892,76.184945
2024-03-26,Adimali,Alappuzha,4,India,Independent House,Unfurnished,3764555,3,3.0,2,2371,1186,1185,8.82,1988,2010,0.0,2,37.1,14.0,17.0,Yes,5.5,Haripad,3.6,38.3,10.7,1.1,3.1,7.9,6.0,7.6,9.579919,76.438323
2024-06-30,Adimali,Ernakulam,4,India,Villa,Semi-Furnished,3093195,4,3.0,3,2492,831,1661,21.0,2015,0,2.0,5,47.8,14.0,17.0,Yes,5.0,North Paravur,18.4,76.3,10.0,20.3,5.7,6.9,9.4,1.2,9.974462,76.310035
2025-05-10,Adimali,Kozhikode,4,India,Apartment,Unfurnished,3793125,4,3.0,1,2500,2500,0,8.59,2000,0,2.0,2,48.6,14.0,17.0,Yes,8.2,Koyilandy,26.6,34.6,9.7,6.9,3.3,8.7,8.6,7.4,11.223796,75.830151
2023-05-26,Adimali,Malappuram,4,India,Independent House,Semi-Furnished,4248531,4,4.0,2,2667,1334,1333,27.87,2018,0,4.0,5,46.7,14.0,17.0,Yes,4.3,Kottakkal,38.2,48.8,10.2,24.5,5.2,5.6,3.1,5.5,10.944475,76.223667
2025-03-07,Adimali,Wayanad,4,India,Villa,Unfurnished,2741256,3,3.0,1,2058,2058,0,15.94,2011,2021,1.0,5,49.5,14.0,17.0,Yes,4.9,Pulpally,17.1,75.0,17.5,15.7,4.6,8.0,7.0,1.8,11.771199,76.034086
2024-09-11,Adimali,Alappuzha,4,India,Independent House,Fully Furnished,3053004,3,2.0,2,2264,1132,1132,20.6,2001,0,1.0,5,43.0,14.0,17.0,Yes,4.5,Ambalappuzha,14.1,22.6,3.6,5.1,6.4,8.0,8.7,2.4,9.426879,76.3637
2024-11-05,Adimali,Kannur,4,India,Villa,Semi-Furnished,1754620,1,1.0,1,889,889,0,4.16,2020,0,1.0,5,42.7,14.0,17.0,Yes,3.8,Thalassery,39.2,9.2,0.6,22.6,6.9,5.0,2.5,5.6,11.84294,75.413568
2023-08-05,Adimali,Wayanad,4,India,Apartment,Semi-Furnished,2563988,2,1.0,1,1420,1420,0,13.88,1993,2012,0.0,4,44.0,14.0,17.0,Yes,6.8,Panamaram,12.8,76.7,4.6,24.3,7.8,7.7,7.3,3.0,11.651248,76.251985
2023-11-27,Adimali,Ernakulam,4,India,Apartment,Fully Furnished,4187437,4,4.0,1,2500,2500,0,25.2,2019,0,0.0,2,42.9,14.0,17.0,Yes,8.6,Edappally,41.1,45.7,6.3,25.7,6.0,4.3,7.3,5.3,9.980665,76.483644
2023-01-02,Adimali,Kottayam,4,India,Independent House,Unfurnished,3963525,4,4.0,2,2458,1229,1229,19.55,2000,0,4.0,3,45.8,14.0,17.0,Yes,6.2,Erattupetta,9.3,77.3,12.3,3.6,7.2,5.3,7.7,8.1,9.638214,76.412048
2024-10-08,Adimali,Thiruvananthapuram,4,India,Apartment,Semi-Furnished,1267271,1,1.0,1,805,805,0,15.95,1990,2025,1.0,2,42.9,14.0,17.0,Yes,3.8,Pattom,18.3,69.6,16.9,14.4,7.3,7.1,2.9,3.4,8.68692,77.027894
2024-04-29,Adimali,Wayanad,4,India,Independent House,Unfurnished,6551608,6,5.0,2,4218,2109,2109,18.86,1993,0,4.0,3,43.0,14.0,17.0,Yes,8.0,Sulthan Bathery,20.4,48.4,14.3,2.0,5.3,6.2,8.4,7.9,11.710412,76.181731
2024-06-04,Adimali,Kannur,4,India,Apartment,Fully Furnished,3383864,3,3.0,1,2281,2281,0,25.45,2006,0,1.0,3,37.8,14.0,17.0,Yes,9.5,Thalassery,15.3,38.8,20.0,28.8,5.0,7.4,1.5,1.5,11.774876,75.22565
2025-05-09,Adimali,Kozhikode,4,India,Independent House,Semi-Furnished,5047920,4,3.0,2,2880,1440,1440,9.66,2021,0,1.0,4,49.0,14.0,17.0,Yes,5.3,Mukkam,0.7,39.5,0.2,14.3,7.7,8.5,4.1,7.5,11.25666,75.890302
2024-06-04,Adimali,Ernakulam,4,India,Independent House,Unfurnished,3009671,2,2.0,1,1473,1473,0,7.63,2025,0,4.0,4,48.0,14.0,17.0,Yes,5.6,Kadavanthra,12.2,14.9,4.0,23.0,4.6,7.9,1.2,2.0,10.011657,76.426734
2025-04-13,Adimali,Malappuram,4,India,Apartment,Fully Furnished,3847500,4,3.0,1,2500,2500,0,14.66,2006,0,2.0,3,48.1,14.0,17.0,Yes,7.4,Manjeri,17.2,37.4,1.9,7.9,3.4,4.6,7.4,8.4,11.145698,76.081649
2024-11-25,Adimali,Kollam,4,India,Independent House,Semi-Furnished,6647988,6,5.0,3,4229,1410,2819,26.82,2017,0,1.0,3,41.3,14.0,17.0,No,9.4,Karunagappally,16.0,66.1,13.3,6.7,3.4,5.1,4.6,7.1,8.984701,76.711808
2024-07-31,Adimali,Kottayam,4,India,Apartment,Unfurnished,4468125,4,4.0,1,2500,2500,0,28.01,2002,0,2.0,2,45.9,14.0,17.0,Yes,5.6,Kuravilangad,39.4,79.1,8.7,14.7,5.3,6.9,3.8,9.8,9.583585,76.502898
2024-01-01,Adimali,Ernakulam,4,India,Apartment,Unfurnished,4721250,4,4.0,1,2500,2500,0,10.1,1989,0,2.0,5,35.6,14.0,17.0,No,4.1,Perumbavoor,2.8,76.9,6.4,18.4,9.8,9.5,3.9,9.0,9.991236,76.097047
2025-03-11,Adimali,Kollam,4,India,Independent House,Semi-Furnished,4097813,3,2.0,1,2350,2350,0,12.62,2012,0,2.0,4,43.6,14.0,17.0,Yes,7.6,Kundara,19.8,77.0,6.4,8.5,6.5,3.2,1.9,8.2,8.912435,76.647635
2023-11-17,Adimali,Kollam,4,India,Villa,Semi-Furnished,6905712,6,5.0,3,3872,1291,2581,29.44,1992,0,1.0,5,44.3,14.0,17.0,Yes,7.9,Kottarakkara,2.4,3.5,17.9,10.8,5.2,6.1,3.0,9.5,8.901561,76.617574
2024-11-06,Adimali,Thiruvananthapuram,4,India,Apartment,Fully Furnished,1824963,2,1.0,1,1316,1316,0,22.2,1995,0,0.0,2,42.5,14.0,17.0,Yes,6.5,Attingal,46.6,42.2,1.7,12.8,7.7,3.8,8.1,3.6,8.516522,76.780238
2024-11-19,Adimali,Alappuzha,4,India,Villa,Fully Furnished,6379385,6,5.0,2,4689,2344,2345,17.29,2002,0,3.0,5,40.1,14.0,17.0,Yes,5.5,Haripad,39.6,17.6,6.4,0.8,4.0,4.2,9.7,5.8,9.623008,76.300574
2023-05-26,Adimali,Ernakulam,4,India,Independent House,Semi-Furnished,4625378,4,4.0,2,2667,1334,1333,27.87,2018,0,4.0,5,42.7,14.0,17.0,Yes,8.3,North Paravur,49.1,50.0,10.1,7.6,9.1,7.8,9.2,3.6,9.930578,76.398639
2024-06-17,Adimali,Ernakulam,4,India,Villa,Semi-Furnished,6057952,5,5.0,2,3695,1848,1847,21.29,2009,0,0.0,3,48.3,14.0,17.0,Yes,7.5,Kalamassery,45.6,75.8,8.3,23.3,10.0,6.8,2.3,3.2,10.058296,76.311845
2023-12-27,Adimali,Thiruvananthapuram,4,India,Apartment,Fully Furnished,4428750,4,4.0,1,2500,2500,0,26.91,2015,0,3.0,3,42.7,14.0,17.0,No,5.1,Sreekaryam,16.1,70.4,13.8,24.5,7.4,7.2,4.4,8.7,8.58155,76.847601
2023-05-01,Adimali,Kasaragod,4,India,Independent House,Fully Furnished,1297620,1,1.0,1,810,810,0,9.54,2021,0,2.0,2,41.1,14.0,17.0,No,6.6,Nileshwar,34.7,69.6,12.2,22.2,3.8,4.0,1.1,5.6,12.493528,75.093583
2023-01-19,Adimali,Palakkad,4,India,Villa,Semi-Furnished,1497670,1,1.0,1,831,831,0,6.35,2021,0,0.0,4,40.0,14.0,17.0,Yes,4.1,Palakkad,15.7,30.5,16.0,4.6,9.5,3.2,4.0,9.4,10.725829,76.570133
2023-09-13,Adimali,Kottayam,4,India,Apartment,Unfurnished,3873750,4,3.0,1,2500,2500,0,8.26,2004,0,1.0,5,43.9,14.0,17.0,Yes,7.7,Pala,44.5,41.1,16.9,4.7,3.8,5.5,3.6,5.6,9.596288,76.528165
2024-10-01,Adimali,Palakkad,4,India,Villa,Semi-Furnished,5312704,5,5.0,2,3505,1752,1753,24.98,2007,2014,2.0,2,44.0,14.0,17.0,No,6.0,Pattambi,20.8,24.0,8.1,9.7,3.9,8.1,7.0,6.2,10.831806,76.539748
2025-06-18,Adimali,Thiruvananthapuram,4,India,Villa,Fully Furnished,9255684,6,5.0,2,4982,2491,2491,28.76,2007,0,4.0,2,40.5,14.0,17.0,Yes,5.7,Varkala,19.1,45.2,17.3,6.8,8.0,3.4,7.7,8.4,8.31605,77.013699
2025-01-13,Adimali,Thiruvananthapuram,4,India,Villa,Fully Furnished,2737858,3,2.0,2,1873,936,937,25.01,2010,2022,4.0,4,47.9,14.0,17.0,Yes,6.4,Pattom,45.7,25.7,12.7,1.2,8.1,4.6,5.1,2.8,8.433361,76.891201
2023-02-22,Adimali,Kozhikode,4,India,Independent House,Semi-Furnished,2097876,2,2.0,2,1382,691,691,5.79,2016,0,1.0,3,45.0,14.0,17.0,No,6.6,Ramanattukara,41.9,65.1,17.2,7.0,4.6,4.2,5.2,6.0,11.085341,75.861833
2024-01-25,Adimali,Ernakulam,4,India,Villa,Unfurnished,9584406,6,5.0,3,4440,1480,2960,21.05,2020,0,0.0,3,39.5,14.0,17.0,Yes,8.1,Infopark,48.3,38.2,9.4,14.8,7.8,7.0,6.9,6.4,10.008027,76.314816
2023-09-20,Adimali,Pathanamthitta,4,India,Apartment,Fully Furnished,3699375,4,4.0,1,2500,2500,0,17.99,2002,0,1.0,5,42.4,14.0,17.0,Yes,7.6,Adoor,3.8,56.6,0.7,18.4,9.5,9.1,6.0,1.6,9.284276,76.625187
2024-01-10,Adimali,Thiruvananthapuram,4,India,Villa,Unfurnished,5024646,4,4.0,2,3076,1538,1538,11.59,2014,0,1.0,2,48.1,14.0,17.0,Yes,6.2,Attingal,12.5,70.1,13.2,3.1,8.8,6.6,9.3,8.4,8.441187,76.903862
2025-04-18,Adimali,Idukki,4,India,Villa,Fully Furnished,3999134,4,4.0,2,2641,1320,1321,27.02,2013,0,4.0,4,36.8,14.0,17.0,No,7.9,Kattappana,15.4,25.4,19.3,11.6,4.9,8.0,1.0,1.7,9.790101,76.948279
2023-01-01,Adimali,Kozhikode,4,India,Apartment,Unfurnished,1494951,1,1.0,1,911,911,0,6.09,2016,0,1.0,2,47.8,14.0,17.0,No,7.2,Feroke,21.5,50.5,18.6,11.6,5.4,5.6,6.6,8.8,11.279696,75.860515
2023-11-16,Adimali,Palakkad,4,India,Apartment,Fully Furnished,4273916,3,2.0,1,1898,1898,0,23.79,2010,0,2.0,3,38.7,14.0,17.0,No,5.7,Pattambi,23.9,68.0,3.2,4.4,9.8,9.9,3.2,3.5,10.661584,76.649293
2024-10-24,Adimali,Ernakulam,4,India,Villa,Semi-Furnished,7486006,6,5.0,1,4364,4364,0,17.07,1997,0,3.0,5,35.3,14.0,17.0,Yes,6.3,Kalamassery,14.9,76.2,9.9,28.5,6.2,5.6,6.0,3.3,10.036923,76.216073
2023-07-22,Adimali,Alappuzha,4,India,Independent House,Fully Furnished,1409400,1,1.0,1,900,900,0,14.04,2023,0,0.0,5,40.0,14.0,17.0,Yes,6.2,Mavelikkara,39.6,14.7,17.5,29.8,9.0,3.2,4.3,4.6,9.474573,76.367324
2023-12-28,Adimali,Ernakulam,4,India,Apartment,Unfurnished,3855000,4,4.0,1,2500,2500,0,17.2,2020,0,1.0,2,43.2,14.0,17.0,Yes,7.4,Aluva,11.6,55.2,8.4,3.8,3.2,9.0,6.5,6.5,9.980897,76.343936
2023-11-11,Adimali,Kollam,4,India,Apartment,Semi-Furnished,2905830,3,3.0,1,1981,1981,0,14.46,2009,0,0.0,3,41.2,14.0,17.0,Yes,5.8,Pathanapuram,35.0,35.9,10.5,8.6,3.2,9.4,6.6,1.8,8.897576,76.565051
2023-11-27,Adimali,Thiruvananthapuram,4,India,Apartment,Fully Furnished,4660500,4,4.0,1,2500,2500,0,25.2,2019,0,0.0,2,47.7,14.0,17.0,Yes,5.8,Kazhakkoottam,42.7,24.3,20.0,0.8,4.2,6.6,8.6,5.8,8.426183,76.959773
2024-04-10,Adimali,Alappuzha,4,India,Villa,Unfurnished,3618772,3,3.0,3,2290,763,1527,15.84,2010,0,1.0,3,38.0,14.0,17.0,Yes,10.0,Kayamkulam,30.4,14.3,9.8,23.8,4.9,3.2,2.4,5.7,9.497998,76.250573
2024-12-11,Adimali,Pathanamthitta,4,India,Villa,Semi-Furnished,6445560,6,5.0,1,4112,4112,0,20.55,2019,0,3.0,3,44.9,14.0,17.0,Yes,8.2,Ranni,18.0,47.7,4.0,12.9,9.2,5.1,9.7,7.5,9.306564,76.891434
2024-01-13,Adimali,Kollam,4,India,Villa,Semi-Furnished,2593962,2,1.0,1,1666,1666,0,18.73,2010,0,,5,40.5,14.0,17.0,,5.1,Chavara,9.8,28.1,1.0,29.5,4.0,6.5,7.9,8.2,8.837193,76.531789
2024-07-08,Adimali,Palakkad,4,India,Villa,Unfurnished,2102131,2,2.0,1,1343,1343,0,23.77,1999,0,3.0,4,49.0,14.0,17.0,Yes,7.5,Pattambi,7.2,54.1,9.3,15.1,8.7,4.4,6.5,5.8,10.718868,76.515707
2025-05-19,Adimali,Malappuram,4,India,Villa,Unfurnished,6399690,5,5.0,2,3526,1763,1763,22.0,1989,0,3.0,2,39.0,14.0,17.0,Yes,6.7,Kondotty,37.3,23.9,10.4,2.5,7.8,6.7,4.6,6.1,11.200359,76.044089
2023-05-12,Adimali,Ernakulam,4,India,Apartment,Fully Furnished,4607944,3,3.0,1,1999,1999,0,10.37,1999,2022,4.0,5,39.5,14.0,17.0,Yes,7.2,Marine Drive,23.7,2.0,18.4,24.7,6.3,6.6,6.0,5.3,9.911324,76.199858
2023-11-01,Adimali,Kozhikode,4,India,Apartment,Semi-Furnished,3782490,3,3.0,1,2360,2360,0,18.21,2003,0,4.0,3,49.8,14.0,17.0,No,6.7,Ramanattukara,2.8,61.8,15.9,23.6,6.7,3.3,1.4,4.6,11.228963,75.724383
2025-02-15,Adimali,Ernakulam,4,India,Villa,Unfurnished,9578274,6,5.0,3,4707,1569,3138,30.0,2003,0,4.0,5,41.0,14.0,17.0,Yes,8.6,Vyttila,49.2,14.6,1.4,6.4,7.1,3.8,1.7,6.5,10.095046,76.190101
2024-01-17,Adimali,Kannur,4,India,Apartment,Semi-Furnished,997495,1,1.0,1,681,681,0,9.58,2020,2022,0.0,5,39.2,14.0,17.0,Yes,7.1,Koothuparamba,33.7,21.7,16.4,5.9,5.1,5.9,3.7,3.0,11.746917,75.414143
2024-04-28,Adimali,Kottayam,4,India,Independent House,Semi-Furnished,6651120,6,5.0,3,4144,1381,2763,12.55,1985,0,3.0,3,44.4,14.0,17.0,No,6.4,Pala,42.3,20.4,1.6,28.0,8.6,8.6,9.9,7.6,9.581423,76.502164
2023-08-16,Adimali,Palakkad,4,India,Independent House,Semi-Furnished,7060210,6,5.0,1,4403,4403,0,14.33,1987,0,1.0,4,48.9,14.0,17.0,Yes,8.4,Shoranur,22.2,28.7,0.5,29.9,4.2,6.8,3.5,6.1,10.824771,76.660937
2023-12-06,Adimali,Ernakulam,4,India,Independent House,Fully Furnished,6564778,6,5.0,2,4711,2356,2355,30.66,1985,0,0.0,4,39.2,14.0,17.0,Yes,6.9,Angamaly,47.8,39.9,11.0,21.6,4.2,7.7,9.3,5.0,9.976255,76.177548
2023-09-24,Adimali,Thrissur,4,India,Independent House,Semi-Furnished,1514649,2,1.0,1,1156,1156,0,18.68,2003,2022,4.0,5,46.9,14.0,17.0,Yes,6.7,Irinjalakuda,10.4,65.4,10.7,5.5,7.3,4.1,8.7,2.4,10.386552,76.153966
